,Unnamed: 0,Ax1,Ay1,Az1,target
10170,10170,-0.046875,-0.102051,-1.074463,3
10171,10171,-0.037109,-0.088379,-1.049805,3
10172,10172,-0.033447,-0.0896,-1.052002,3
10173,10173,-0.03418,-0.089355,-1.055908,3
10174,10174,-0.037354,-0.085693,-1.060791,3
10175,10175,-0.033691,-0.084717,-1.049316,3
10176,10176,-0.025391,-0.085938,-1.065918,3
10177,10177,-0.04126,-0.094482,-1.049316,3
10178,10178,-0.062988,-0.089355,-0.796631,3
10179,10179,-0.078369,0.068848,-1.949707,3
